,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactq1,lastlctq1,lastdvpspq1,lastsaleq1,lastcshoq1,lastprccq1,lastepsfiq1,lastoancfy1,lastivncfy1,lastfincfy1,lastactual1,meanest,actual
5028,ECL,30/09/2018,2018,2,4607.9,3623.8,0.41,3689.6,288.904,140.33,1.2,785.7,-444.4,-506.5,4596.8,3982.8,0.41,3470.9,288.52,137.07,0.84,487.2,-255.8,-265,1.27,1.54,1.53
5029,ECL,31/12/2018,2018,3,4822.3,3589.8,0.41,3747.2,288.873,156.78,1.48,1450.4,-648.9,-819.5,4607.9,3623.8,0.41,3689.6,288.904,140.33,1.2,785.7,-444.4,-506.5,1.53,1.54,1.54
5030,ECL,31/03/2019,2018,4,4677.7,3685.6,0.41,3760.5,287.714,147.35,1.35,2277.7,-1030,-1172.7,4822.3,3589.8,0.41,3747.2,288.873,156.78,1.48,1450.4,-648.9,-819.5,1.54,1.02,1.03
5031,ECL,30/06/2019,2019,1,4751,4156,0.46,2924.7,288.242,176.54,1.01,378.1,-477.4,-117.5,4677.7,3685.6,0.41,3760.5,287.714,147.35,1.35,2277.7,-1030,-1172.7,1.03,1.41,1.42
5032,ECL,30/09/2019,2019,2,4853.5,4127.7,0.46,3169.1,287.752,197.44,1.26,917.5,-657.5,-475.7,4751,4156,0.46,2924.7,288.242,176.54,1.01,378.1,-477.4,-117.5,1.42,1.71,1.71
5033,ECL,31/12/2019,2019,3,4870.1,3919.5,0.46,3224,288.244,198.04,1.59,1599.7,-929.2,-847.5,4853.5,4127.7,0.46,3169.1,287.752,197.44,1.26,917.5,-657.5,-475.7,1.71,1.7,1.66
5034,ECL,31/03/2020,2019,4,4828.4,3630.6,0.46,3244.2,288.41,192.99,1.47,2420.7,-1199.1,-1349.6,4870.1,3919.5,0.46,3224,288.244,198.04,1.59,1599.7,-929.2,-847.5,1.66,1.06,1.13
5035,ECL,30/06/2020,2020,1,6437.1,4257.4,0.47,3020.6,289.202,155.83,0.97,371.8,-165.7,1265.8,4828.4,3630.6,0.46,3244.2,288.41,192.99,1.47,2420.7,-1199.1,-1349.6,1.13,0.85,0.65
5036,ECL,30/09/2020,2020,2,5166.2,3227.7,0.47,2685.7,285.385,198.95,-6.98,758.6,-178.9,719,6437.1,4257.4,0.47,3020.6,289.202,155.83,0.97,371.8,-165.7,1265.8,0.65,1.13,1.15
5037,ECL,31/12/2020,2020,3,4992,3106.4,0.47,3018.6,285.445,199.84,0.85,1210.4,-352.7,28.7,5166.2,3227.7,0.47,2685.7,285.385,198.95,-6.98,758.6,-178.9,719,1.15,1.24,1.23
5106,EMR,31/03/2017,2017,1,8877,4146,0.48,3216,644.695,55.75,0.48,238,3758,-2920,9960,8008,0.475,3932,642.796,54.51,0.68,2881,-626,-2045,0.49,0.58,0.58
5107,EMR,30/06/2017,2017,2,9446,3771,0.48,3574,644.381,59.86,0.45,410,4791,-3282,8877,4146,0.48,3216,644.695,55.75,0.48,238,3758,-2920,0.58,0.69,0.68
5108,EMR,30/09/2017,2017,3,8554,5370,0.48,4039,639.967,59.62,0.64,1058,1691,-2777,9446,3771,0.48,3574,644.381,59.86,0.45,410,4791,-3282,0.68,0.78,0.83
5109,EMR,31/12/2017,2017,4,8252,5045,0.48,4435,641.692,62.84,0.78,1912,1514,-3591,8554,5370,0.48,4039,639.967,59.62,0.64,1058,1691,-2777,0.83,0.54,0.58
5110,EMR,31/03/2018,2018,1,8152,6192,0.485,3816,634.222,69.69,0.61,447,-392,-31,8252,5045,0.48,4435,641.692,62.84,0.78,1912,1514,-3591,0.58,0.72,0.76
5111,EMR,30/06/2018,2018,2,7725,5945,0.485,4248,631.535,68.3,0.76,944,-785,-843,8152,6192,0.485,3816,634.222,69.69,0.61,447,-392,-31,0.76,0.86,0.88
5112,EMR,30/09/2018,2018,3,8576,6954,0.485,4456,628.412,69.14,1.12,1868,-932,-560,7725,5945,0.485,4248,631.535,68.3,0.76,944,-785,-843,0.88,0.9,0.89
5113,EMR,31/12/2018,2018,4,6619,6164,0.485,4888,629.2,76.58,0.97,2892,-2720,-2092,8576,6954,0.485,4456,628.412,69.14,1.12,1868,-932,-560,0.89,0.66,0.74
5114,EMR,31/03/2019,2019,1,6658,7540,0.49,4147,615.8,59.75,0.74,323,-259,98,6619,6164,0.485,4888,629.2,76.58,0.97,2892,-2720,-2092,0.74,0.84,0.84
5115,EMR,30/06/2019,2019,2,7152,6714,0.49,4570,614.8,68.47,0.84,856,-577,2,6658,7540,0.49,4147,615.8,59.75,0.74,323,-259,98,0.84,0.94,0.94
5116,EMR,30/09/2019,2019,3,7350,6218,0.49,4684,615.1,66.72,0.97,1802,-861,-425,7152,6714,0.49,4570,614.8,68.47,0.84,856,-577,2,0.94,1.08,1.16
5117,EMR,31/12/2019,2019,4,7139,5976,0.49,4971,611,66.86,1.16,3006,-1174,-1391,7350,6218,0.49,4684,615.1,66.72,0.97,1802,-861,-425,1.16,0.67,0.67
5118,EMR,31/03/2020,2020,1,7196,6340,0.5,4151,611.6,76.26,0.53,424,-131,-162,7139,5976,0.49,4971,611,66.86,1.16,3006,-1174,-1391,0.67,0.74,0.89
5119,EMR,30/06/2020,2020,2,8032,7940,0.5,4162,597.5,47.65,0.84,1012,-363,493,7196,6340,0.5,4151,611.6,76.26,0.53,424,-131,-162,0.89,0.6,0.8
5120,EMR,30/09/2020,2020,3,7879,5985,0.5,3914,597.6,62.03,0.67,1854,-508,-363,8032,7940,0.5,4162,597.5,47.65,0.84,1012,-363,493,0.8,0.95,1.1
5121,EMR,31/12/2020,2020,4,8806,5785,0.5,4558,598,65.57,1.2,3083,-740,-509,7879,5985,0.5,3914,597.6,62.03,0.67,1854,-508,-363,1.1,0.68,0.83
5185,ATO,31/03/2017,2017,1,979.432,1949.815,0.45,780.168,105.11,74.15,1.19,116.963,-392.137,272.264,681.686,1788.281,0.42,433.643,103.931,74.47,0.33,794.99,-1079.732,303.623,1.08,1.42,1.52
5186,ATO,30/06/2017,2017,2,563.084,1496.072,0.45,988.186,105.276,78.99,1.55,552.003,-516.67,-37.464,979.432,1949.815,0.45,780.168,105.11,74.15,1.19,116.963,-392.137,272.264,1.52,0.66,0.67
5187,ATO,30/09/2017,2017,3,534.382,745.659,0.45,526.501,106.06,82.95,0.67,745.561,-747.355,24.037,563.084,1496.072,0.45,988.186,105.276,78.99,1.55,552.003,-516.67,-37.464,0.67,0.34,0.34
5188,ATO,31/12/2017,2017,4,539.646,1013.443,0.45,464.88,106.105,83.84,0.34,867.09,-1056.306,168.091,534.382,745.659,0.45,526.501,106.06,82.95,0.67,745.561,-747.355,24.037,0.34,1.13,1.4
5189,ATO,31/03/2018,2018,1,778.91,959.41,0.485,889.192,110.962,85.89,2.89,173.238,-381.372,236.475,539.646,1013.443,0.45,464.88,106.105,83.84,0.34,867.09,-1056.306,168.091,1.4,1.54,1.57
5190,ATO,30/06/2018,2018,2,622.736,1349.127,0.485,1219.409,111.06,84.24,1.6,751.367,-688.144,-18.558,778.91,959.41,0.485,889.192,110.962,85.89,2.89,173.238,-381.372,236.475,1.57,0.67,0.64
5191,ATO,30/09/2018,2018,3,452.855,1465.961,0.485,562.245,111.195,90.14,0.64,1035.296,-1087.224,46.449,622.736,1349.127,0.485,1219.409,111.06,84.24,1.6,751.367,-688.144,-18.558,0.64,0.35,0.41
5192,ATO,31/12/2018,2018,4,478.853,1915.131,0.485,444.7,111.274,93.91,0.35,1124.662,-1463.566,326.266,452.855,1465.961,0.485,562.245,111.195,90.14,0.64,1035.296,-1087.224,46.449,0.41,1.33,1.38
5193,ATO,31/03/2019,2019,1,912.738,1455.498,0.525,877.782,116.893,92.72,1.38,164.684,-415.293,455.035,478.853,1915.131,0.485,444.7,111.274,93.91,0.35,1124.662,-1463.566,326.266,1.38,1.67,1.82
5194,ATO,30/06/2019,2019,2,671.181,864.139,0.525,1094.645,116.983,102.93,1.82,560.829,-768.421,302.174,912.738,1455.498,0.525,877.782,116.893,92.72,1.38,164.684,-415.293,455.035,1.82,0.72,0.68
5195,ATO,30/09/2019,2019,3,503.534,901.374,0.525,485.738,118.196,105.56,0.68,808.928,-1195.401,418.865,671.181,864.139,0.525,1094.645,116.983,102.93,1.82,560.829,-768.421,302.174,0.68,0.46,0.49
5196,ATO,31/12/2019,2019,4,458.031,1209.44,0.525,443.683,119.339,113.89,0.49,968.769,-1683.66,725.67,503.534,901.374,0.525,485.738,118.196,105.56,0.68,808.928,-1195.401,418.865,0.49,1.47,1.47
5197,ATO,31/03/2020,2020,1,812.129,845.172,0.575,875.563,122.262,111.86,1.47,172.445,-528.235,520.512,458.031,1209.44,0.525,443.683,119.339,113.89,0.49,968.769,-1683.66,725.67,1.47,1.94,1.95
5198,ATO,30/06/2020,2020,2,829.561,933.39,0.575,977.665,122.309,99.23,1.95,633.775,-991.237,653.011,812.129,845.172,0.575,875.563,122.262,111.86,1.47,172.445,-528.235,520.512,1.95,0.76,0.79
5199,ATO,30/09/2020,2020,3,602.159,702.686,0.575,492.995,123.351,99.58,0.96,895.486,-1400.267,688.295,829.561,933.39,0.575,977.665,122.309,99.23,1.95,633.775,-991.237,653.011,0.79,0.52,0.53
5200,ATO,31/12/2020,2020,4,471.258,782.401,0.575,474.914,125.882,95.59,0.53,1037.999,-1925.518,883.777,602.159,702.686,0.575,492.995,123.351,99.58,0.96,895.486,-1400.267,688.295,0.53,1.57,1.71
5270,EFX,30/06/2017,2017,1,705.2,1201.3,0.39,832.2,120.2,136.74,1.26,103.7,-49,-63.3,672.9,1259.6,0.33,801.1,119.9,118.23,1.01,795.8,-1975.9,1187.5,1.44,1.57,1.6
5271,EFX,30/09/2017,2017,2,1000.7,1343.4,0.39,856.8,120.4,137.42,1.36,329.1,-100.9,44.3,705.2,1201.3,0.39,832.2,120.2,136.74,1.26,103.7,-49,-63.3,1.6,1.5,1.53
5272,EFX,31/12/2017,2017,3,899.3,1336.3,0.39,834.8,120,105.99,0.79,608.7,-226.2,-202.8,1000.7,1343.4,0.39,856.8,120.4,137.42,1.36,329.1,-100.9,44.3,1.53,1.35,1.39
5273,EFX,31/03/2018,2017,4,998.4,1673.5,0.39,838.4,120.1,117.92,1.42,816,-349.5,-263.7,899.3,1336.3,0.39,834.8,120,105.99,0.79,608.7,-226.2,-202.8,1.39,1.37,1.43
5274,EFX,30/06/2018,2018,1,917.4,1538.9,0.39,865.7,120.3,117.81,0.75,119.6,-70.1,-138.3,998.4,1673.5,0.39,838.4,120.1,117.92,1.42,816,-349.5,-263.7,1.43,1.54,1.56
5275,EFX,30/09/2018,2018,2,948.8,677.6,0.39,876.9,120.4,125.11,1.19,354.8,-149.4,-205,917.4,1538.9,0.39,865.7,120.3,117.81,0.75,119.6,-70.1,-138.3,1.56,1.42,1.41
5276,EFX,31/12/2018,2018,3,887.5,744.2,0.39,834.2,120.6,130.57,0.32,507.4,-325.2,-256,948.8,677.6,0.39,876.9,120.4,125.11,1.19,354.8,-149.4,-205,1.41,1.32,1.38
5277,EFX,31/03/2019,2018,4,902.3,826.8,0.39,835.3,120.6,93.13,0.21,672.2,-461.5,-311,887.5,744.2,0.39,834.2,120.6,130.57,0.32,507.4,-325.2,-256,1.38,1.2,1.2
5278,EFX,30/06/2019,2019,1,864.7,1523,0.39,846.1,120.8,118.5,-4.57,31,-164.6,40.1,902.3,826.8,0.39,835.3,120.6,93.13,0.21,672.2,-461.5,-311,1.2,1.36,1.4
5279,EFX,30/09/2019,2019,2,813.8,1497.9,0.39,880,120.9,135.24,0.55,248,-468.3,129.8,864.7,1523,0.39,846.1,120.8,118.5,-4.57,31,-164.6,40.1,1.4,1.44,1.48
5280,EFX,31/12/2019,2019,3,853,1491.8,0.39,895.7,121.1,140.67,0.66,83.1,-565.5,426.4,813.8,1497.9,0.39,880,120.9,135.24,0.55,248,-468.3,129.8,1.48,1.49,1.53
5281,EFX,31/03/2020,2019,4,1209.4,1359.1,0.39,905.8,121.2,140.12,0.07,313.8,-697.5,557.9,853,1491.8,0.39,895.7,121.1,140.67,0.66,83.1,-565.5,426.4,1.53,1.29,1.4
5282,EFX,30/06/2020,2020,1,1149,1143.8,0.39,957.9,121.4,119.45,0.95,30.8,-136.1,92.7,1209.4,1359.1,0.39,905.8,121.2,140.12,0.07,313.8,-697.5,557.9,1.4,1.29,1.6
5283,EFX,30/09/2020,2020,2,2104.9,1656.4,0.39,982.9,121.5,171.88,0.82,282,-250.9,916.3,1149,1143.8,0.39,957.9,121.4,119.45,0.95,30.8,-136.1,92.7,1.6,1.6,1.87
5284,EFX,31/12/2020,2020,3,2311.6,2391,0.39,1068.3,121.6,156.9,1.86,649,-380.9,865.3,2104.9,1656.4,0.39,982.9,121.5,171.88,0.82,282,-250.9,916.3,1.87,1.81,2
5354,EXPD,30/06/2017,2017,1,2401.796,926.804,0,1545.132,179.924,56.49,0.51,195.679,-13.432,-8.543,2218.579,929.931,0.4,1642.007,179.857,52.96,0.61,529.099,-53.196,-298.417,0.51,0.59,0.6
5355,EXPD,30/09/2017,2017,2,2494.316,1007.646,0.42,1672.279,179.637,56.48,0.6,276.893,-33.772,-116.82,2401.796,926.804,0,1545.132,179.924,56.49,0.51,195.679,-13.432,-8.543,0.6,0.6,0.66
5356,EXPD,31/12/2017,2017,3,2518.921,1076.054,0,1802.166,177.559,59.86,0.66,362.253,-68.495,-253.681,2494.316,1007.646,0.42,1672.279,179.637,56.48,0.6,276.893,-33.772,-116.82,0.66,0.63,0.71
5357,EXPD,31/03/2018,2017,4,2541.452,1093.119,0.42,1901.371,176.374,64.69,0.92,488.639,-11.685,-424.565,2518.921,1076.054,0,1802.166,177.559,59.86,0.66,362.253,-68.495,-253.681,0.71,0.65,0.76
5358,EXPD,30/06/2018,2018,1,2638.091,1198.881,0,1854.262,174.308,63.3,0.76,235.477,-14.227,-145.963,2541.452,1093.119,0.42,1901.371,176.374,64.69,0.92,488.639,-11.685,-424.565,0.76,0.78,0.79
5359,EXPD,30/09/2018,2018,2,2564.141,1240.273,0.45,1957.559,173.577,73.1,0.79,384.033,-27.904,-368.567,2638.091,1198.881,0,1854.262,174.308,63.3,0.76,235.477,-14.227,-145.963,0.79,0.79,0.92
5360,EXPD,31/12/2018,2018,3,2746.473,1377.468,0,2090.947,172.564,73.53,0.92,470.754,-38.528,-469.835,2564.141,1240.273,0.45,1957.559,173.577,73.1,0.79,384.033,-27.904,-368.567,0.92,0.85,1.02
5361,EXPD,31/03/2019,2018,4,2734.816,1326.839,0.45,2235.597,171.582,68.09,1.02,572.804,-48.399,-627.738,2746.473,1377.468,0,2090.947,172.564,73.53,0.92,470.754,-38.528,-469.835,1.02,0.84,0.8
5362,EXPD,30/06/2019,2019,1,2728.994,1227.927,0,2020.051,171.648,75.9,0.8,289.483,-9.18,-17.144,2734.816,1326.839,0.45,2235.597,171.582,68.09,1.02,572.804,-48.399,-627.738,0.8,0.82,0.88
5363,EXPD,30/09/2019,2019,2,2711.46,1278.82,0.5,2035.579,170.04,75.86,0.88,445.19,-21.129,-267.304,2728.994,1227.927,0,2020.051,171.648,75.9,0.8,289.483,-9.18,-17.144,0.88,0.91,0.92
5364,EXPD,31/12/2019,2019,3,2769.213,1183.586,0,2074.855,170.243,74.29,0.92,606.689,-36.418,-268.59,2711.46,1278.82,0.5,2035.579,170.04,75.86,0.88,445.19,-21.129,-267.304,0.92,0.94,0.79
5365,EXPD,31/03/2020,2019,4,2769.923,1168.318,0.5,2044.941,169.622,78.02,0.79,771.935,-46.015,-418.042,2769.213,1183.586,0,2074.855,170.243,74.29,0.92,606.689,-36.418,-268.59,0.79,0.64,0.71
5366,EXPD,30/06/2020,2020,1,2618.817,1159.178,0,1843.767,166.193,66.72,0.71,165,-6.27,-261.237,2769.923,1168.318,0.5,2044.941,169.622,78.02,0.79,771.935,-46.015,-418.042,0.71,0.71,1.09
5367,EXPD,30/09/2020,2020,2,2858.271,1288.069,0.52,2411.078,166.816,76.04,1.09,351.721,-28.452,-359.02,2618.817,1159.178,0,1843.767,166.193,66.72,0.71,165,-6.27,-261.237,1.09,0.97,1.12
5368,EXPD,31/12/2020,2020,3,3409.902,1496.708,0,2348.713,169.231,90.52,1.12,513.32,-36.456,-237.59,2858.271,1288.069,0.52,2411.078,166.816,76.04,1.09,351.721,-28.452,-359.02,1.12,1.06,1.16
5438,XOM,30/06/2017,2017,1,43131,53374,0.75,56474,4237.266,82.01,0.95,8173,-3761,-3246,41416,47638,0.75,52973,4148,90.26,0.41,22082,-12403,-9293,0.95,0.84,0.78
5439,XOM,30/09/2017,2017,2,42180,50949,0.77,56026,4237.106,80.73,0.78,15120,-6639,-8305,43131,53374,0.75,56474,4237.266,82.01,0.95,8173,-3761,-3246,0.78,0.86,0.97
5440,XOM,31/12/2017,2017,3,45752,53777,0.77,59350,4237.106,81.98,0.93,22655,-9194,-13293,42180,50949,0.77,56026,4237.106,80.73,0.78,15120,-6639,-8305,0.97,1.03,0.88
5441,XOM,31/03/2018,2017,4,47134,57771,0.77,65312,4239,83.64,1.97,30066,-15730,-15130,45752,53777,0.77,59350,4237.106,81.98,0.93,22655,-9194,-13293,0.88,1.14,1.09
5442,XOM,30/06/2018,2018,1,48315,60306,0.77,65436,4233.834,74.61,1.09,8519,-1859,-5742,47134,57771,0.77,65312,4239,83.64,1.97,30066,-15730,-15130,1.09,1.29,0.92
5443,XOM,30/09/2018,2018,2,50555,62447,0.82,71456,4233.81,82.73,0.92,16299,-6955,-8986,48315,60306,0.77,65436,4233.834,74.61,1.09,8519,-1859,-5742,0.92,1.22,1.46
5444,XOM,31/12/2018,2018,3,53975,65288,0.82,74187,4233.807,85.02,1.46,27407,-10862,-13945,50555,62447,0.82,71456,4233.81,82.73,0.92,16299,-6955,-8986,1.46,1.17,1.41
5445,XOM,31/03/2019,2018,4,47973,57138,0.82,68253,4237,68.19,1.41,36014,-16446,-19446,53975,65288,0.82,74187,4233.807,85.02,1.46,27407,-10862,-13945,1.41,0.69,0.55
5446,XOM,30/06/2019,2019,1,51576,66632,0.82,61646,4231.094,80.8,0.55,8338,-5793,-1044,47973,57138,0.82,68253,4237,68.19,1.41,36014,-16446,-19446,0.55,0.76,0.73
5447,XOM,30/09/2019,2019,2,51743,70287,0.87,67491,4231.106,76.63,0.73,14285,-12670,-496,51576,66632,0.82,61646,4231.094,80.8,0.55,8338,-5793,-1044,0.73,0.67,0.75
5448,XOM,31/12/2019,2019,3,50008,64195,0.87,63422,4231.106,70.61,0.75,23364,-18820,-2162,51743,70287,0.87,67491,4231.106,76.63,0.73,14285,-12670,-496,0.75,0.55,0.41
5449,XOM,31/03/2020,2019,4,50052,63989,0.87,63024,4234,69.78,1.33,29716,-23084,-6618,50008,64195,0.87,63422,4231.106,70.61,0.75,23364,-18820,-2162,0.41,0.11,0.53
5450,XOM,30/06/2020,2020,1,50249,64773,0.87,55134,4228.211,37.97,-0.14,6274,-6367,8785,50052,63989,0.87,63024,4234,69.78,1.33,29716,-23084,-6618,0.53,-0.66,-0.7
5451,XOM,30/09/2020,2020,2,53016,57270,0.87,32277,4228.233,44.72,-0.26,6274,-11448,15062,50249,64773,0.87,55134,4228.211,37.97,-0.14,6274,-6367,8785,-0.7,-0.23,-0.18
5452,XOM,31/12/2020,2020,3,48693,56468,0.87,45425,4228.234,34.33,-0.15,10663,-15157,10568,53016,57270,0.87,32277,4228.233,44.72,-0.26,6274,-11448,15062,-0.18,0,0.03
5522,FMC,30/06/2017,2017,1,3554.2,1488.8,0.165,596,134.002,69.59,-0.92,-34.9,-31.1,96.5,2849.2,1438.2,0.165,688.4,133.69,56.56,0.12,497.8,-135.2,-377,0.43,0.47,0.48
5523,FMC,30/09/2017,2017,2,3485.8,1541.9,0.165,656.8,134.129,73.05,0.56,260.1,-64,-149.8,3554.2,1488.8,0.165,596,134.002,69.59,-0.92,-34.9,-31.1,96.5,0.48,0.63,0.7
5524,FMC,31/12/2017,2017,3,3574.2,1630.6,0.165,646.2,134.262,89.31,0.41,319.5,-49.8,-244.3,3485.8,1541.9,0.165,656.8,134.129,73.05,0.56,260.1,-64,-149.8,0.7,1.05,1.1
5525,FMC,31/03/2018,2017,4,3652.7,2209.4,0.165,979.6,134.331,94.66,3.94,335.5,-1333.8,1213.1,3574.2,1630.6,0.165,646.2,134.262,89.31,0.41,319.5,-49.8,-244.3,1.1,1.59,1.84
5526,FMC,30/06/2018,2018,1,4335.6,2686,0.165,1107.9,134.514,76.57,1.96,-78.4,45.1,113.9,3652.7,2209.4,0.165,979.6,134.331,94.66,3.94,335.5,-1333.8,1213.1,1.84,1.72,1.78
5527,FMC,30/09/2018,2018,2,3993,2448.3,0.165,1154.4,134.63,89.21,0.96,193.4,3.9,-155.2,4335.6,2686,0.165,1107.9,134.514,76.57,1.96,-78.4,45.1,113.9,1.78,0.93,0.98
5528,FMC,31/12/2018,2018,3,3491.2,2271.5,0.165,923.6,134.658,87.18,0.54,414,-37.5,-485.5,3993,2448.3,0.165,1154.4,134.63,89.21,0.96,193.4,3.9,-155.2,0.98,1.39,1.69
5529,FMC,31/03/2019,2018,4,4030.2,2993.4,0.165,1099.4,132.282,73.96,0.24,368.4,-130.9,-363.3,3491.2,2271.5,0.165,923.6,134.658,87.18,0.54,414,-37.5,-485.5,1.69,1.62,1.72
5530,FMC,30/06/2019,2019,1,4204.1,3337.6,0.4,1192.1,131.658,76.82,1.62,-277.2,-24.2,250.4,4030.2,2993.4,0.165,1099.4,132.282,73.96,0.24,368.4,-130.9,-363.3,1.72,1.65,1.66
5531,FMC,30/09/2019,2019,2,4097,3230.1,0.4,1206.1,130.433,82.95,1.32,-225.5,-53.9,201.9,4204.1,3337.6,0.4,1192.1,131.658,76.82,1.62,-277.2,-24.2,250.4,1.66,0.81,0.94
5532,FMC,31/12/2019,2019,3,4077.6,2521.5,0.4,1014.3,129.615,87.68,0.69,29.6,-110.3,337.6,4097,3230.1,0.4,1206.1,130.433,82.95,1.32,-225.5,-53.9,201.9,0.94,1.54,1.76
5533,FMC,31/03/2020,2019,4,4074.8,2723.9,0.4,1197.3,129.124,99.82,-0.02,488.5,-186.7,-124.2,4077.6,2521.5,0.4,1014.3,129.615,87.68,0.69,29.6,-110.3,337.6,1.76,1.78,1.84
5534,FMC,30/06/2020,2020,1,4472,2456.5,0.44,1250,129.447,81.69,1.58,-328.3,-43.2,474.8,4074.8,2723.9,0.4,1197.3,129.124,99.82,-0.02,488.5,-186.7,-124.2,1.84,1.66,1.72
5535,FMC,30/09/2020,2020,2,4288.2,2682.9,0.44,1155.3,129.566,99.62,1.41,-93.7,-73.3,174.9,4472,2456.5,0.44,1250,129.447,81.69,1.58,-328.3,-43.2,474.8,1.72,1.11,1.22
5536,FMC,31/12/2020,2020,3,4015.2,2368.3,0.44,1084.6,129.757,105.91,0.85,247.2,-99.4,-186.4,4288.2,2682.9,0.44,1155.3,129.566,99.62,1.41,-93.7,-73.3,174.9,1.22,1.78,1.42
5564,NEE,30/06/2017,2017,1,5827,9761,0.9825,3973,468.163,128.37,3.37,1364,-3734,1678,7409,10919,0.87,3698,468,119.46,2.06,6336,-8110,2495,0.4375,0.43,0.465
5565,NEE,30/09/2017,2017,2,5947,8950,0.9825,4404,469.234,140.13,1.68,3165,-5509,1694,5827,9761,0.9825,3973,468.163,128.37,3.37,1364,-3734,1678,0.465,0.44,0.4625
5566,NEE,31/12/2017,2017,3,7027,11604,0.9825,4792,470.398,146.55,1.79,5160,-6835,1764,5947,8950,0.9825,4404,469.234,140.13,1.68,3165,-5509,1694,0.4625,0.33,0.3125
5567,NEE,31/03/2018,2017,4,7157,11232,0.9825,4004,471,156.19,4.55,6413,-8918,2933,7027,11604,0.9825,4792,470.398,146.55,1.79,5160,-6835,1764,0.3125,0.46,0.485
5568,NEE,30/06/2018,2018,1,5612,9579,1.11,3857,471.436,163.33,9.32,1290,-3667,1311,7157,11232,0.9825,4004,471,156.19,4.55,6413,-8918,2933,0.485,0.51,0.5275
5569,NEE,30/09/2018,2018,2,5885,10184,1.11,4063,471.605,167.03,1.61,2933,-5355,1190,5612,9579,1.11,3857,471.436,163.33,9.32,1290,-3667,1311,0.5275,0.53,0.545
5570,NEE,31/12/2018,2018,3,8349,12807,1.11,4417,477.945,167.6,2.1,5225,-8561,2075,5885,10184,1.11,4063,471.605,167.03,1.61,2933,-5355,1190,0.545,0.39,0.3725
5571,NEE,31/03/2019,2018,4,6393,17563,1.11,4390,478,173.82,0.88,6593,-10950,7634,8349,12807,1.11,4417,477.945,167.6,2.1,5225,-8561,2075,0.3725,0.51,0.55
5572,NEE,30/06/2019,2019,1,8222,17926,1.25,4075,478.935,193.32,1.41,1597,-6945,1427,6393,17563,1.11,4390,478,173.82,0.88,6593,-10950,7634,0.55,0.57,0.5875
5573,NEE,30/09/2019,2019,2,7471,14412,1.25,4969,479.103,204.86,2.56,3281,-8891,2052,8222,17926,1.25,4075,478.935,193.32,1.41,1597,-6945,1427,0.5875,0.57,0.5975
5574,NEE,31/12/2019,2019,3,7679,13314,1.25,5572,488.776,232.99,1.81,6243,-12463,2523,7471,14412,1.25,4969,479.103,204.86,2.56,3281,-8891,2052,0.5975,0.38,0.36
5575,NEE,31/03/2020,2019,4,7408,13853,1.25,4588,489,242.16,1.99,8155,-16177,3873,7679,13314,1.25,5572,488.776,232.99,1.81,6243,-12463,2523,0.36,0.54,0.595
5576,NEE,30/06/2020,2020,1,9725,13722,1.4,4613,489.45,240.62,0.86,1894,-3135,3961,7408,13853,1.25,4588,489,242.16,1.99,8155,-16177,3873,0.595,0.62,0.6525
5577,NEE,30/09/2020,2020,2,7581,12365,1.4,4204,489.648,240.17,2.59,3792,-6185,2723,9725,13722,1.4,4613,489.45,240.62,0.86,1894,-3135,3961,0.6525,0.65,0.665
5578,NEE,31/12/2020,2020,3,9026,15712,1.4,4785,489.769,277.56,2.5,6631,-9206,3914,7581,12365,1.4,4204,489.648,240.17,2.59,3792,-6185,2723,0.665,0.36,0.4
5649,FDX,30/11/2017,2017,1,12722,7790,0.5,15297,268.148,214.38,2.19,590,-1038,-88,12628,7918,0.4,15728,267.153,193.84,3.75,4930,-4981,528,2.51,2.88,3.18
5650,FDX,28/02/2018,2017,2,12881,8227,0.5,16313,267.904,231.46,2.84,1498,-2653,-108,12722,7790,0.5,15297,268.148,214.38,2.19,590,-1038,-88,3.18,3.11,3.72
5651,FDX,31/05/2018,2017,3,13575,9503,0.5,16526,267.462,246.41,7.59,1162,-4017,1577,12881,8227,0.5,16313,267.904,231.46,2.84,1498,-2653,-108,3.72,5.69,5.91
5652,FDX,31/08/2018,2017,4,13341,9627,0.5,17314,265.999,249.12,4.15,4674,-5677,227,13575,9503,0.5,16526,267.462,246.41,7.59,1162,-4017,1577,5.91,3.82,3.46
5653,FDX,30/11/2018,2018,1,12641,9606,0.65,17052,263.679,243.95,3.1,701,-1101,-472,13341,9627,0.5,17314,265.999,249.12,4.15,4674,-5677,227,3.46,4,4.03
5654,FDX,28/02/2019,2018,2,13438,9496,0.65,17824,261.035,229,3.51,2179,-2581,-702,12641,9606,0.65,17052,263.679,243.95,3.1,701,-1101,-472,4.03,3.17,3.03
5655,FDX,31/05/2019,2018,3,13500,9256,0.65,17010,260.623,181,2.8,3323,-3695,-7,13438,9496,0.65,17824,261.035,229,3.51,2179,-2581,-702,3.03,4.87,5.01
5656,FDX,31/08/2019,2018,4,13086,9013,0.65,17807,260.627,154.28,-7.56,5613,-5473,-1039,13500,9256,0.65,17010,260.623,181,2.8,3323,-3695,-7,5.01,3.17,3.05
